	Árvore, 6 m, flor alva. Floresta.	Árvore, 6 m, flor alva. Floresta.
fruit	Arbusto 4m; fruto granate.	Arbusto 4m; fruto granate.
	Árbol de 5 m, ramificado casi desde la base, fuste de 1.5 m, 50 cm de d.a.p., corteza verde. Flores amarillas.	Árbol de 5 m, ramificado casi desde la base, fuste de 1.5 m, 50 cm de d.a.p., corteza verde. Flores amarillas.
	Flowers white with pink stripe on center petals.	
Fruit		
	flowers white	
	Petals white. Leaflets with light green chevron.	
	flowers white.	
	Flower pale blue	
Flower and fruit		
flower	Eagle Rock Ranch Floristic Inventory Funded by the Chalk Bluffs Foundation; Common Name: Poison hemlock / exotic / locally common	
Flower	Weed in garden, blooming in sun by wall in spite of snow.	
Flower		
flower and fruit		
Flower	Donor: Herbarium, University of Colorado, Denver Center	
	fruiting	
Flower		
Flower and fruit		
flower and fruit	Plants to 4-feet tall.	
vegetative	hay fever reaction--positive. , Donor: JJWaring Collection; Russian thistle, young plants. Time of pollination--June-September;	
Fruit	"Plants forming loose mats to 6 diam."""	
flower	Red Mountain Open Space Floristic Inventory	
flower		
Flower	acc# 770021	
Flower and Fruit	By this time all the lower stem leaves have shed, in the manner of horehound.	
flower	locally common, , Condition: fair; plants to 5' tall; umbel of dirty white flowers	
Flower	March-April 2014, UMO. Floral material removed by Nicole Miller-Struttmann, post-doctoral fellow with Dr. Candace Galen, University of Missouri Biological Sciences Division. The study involves the relationship between bumblebee tongue length and floral tube length at a community level. An historical bumblebee dataset provided tongue length. Floral tube length measurements for a select set of bumblebee-important species (including this sheet) are required. A flower was removed from this sheet, hydrated and measured, then air-dried & placed in the fragment envelope.; A clover with a solitary dense purple-red flower cluster terminating a leafless stem and reaching heights of 3-4 inches	
flower	scattered to common	up to 3 ft. tall perennials with spikes of rose -colored flowers
flower and fruit	Rare.	Up to 5' tall.
Flower		
Flower	Tepals white.	
Flower	Petals white	
Fruit	Lychnis alba P. Miller	
Flower	ocasional locally & scattered under williows,; Petals included in calyx	
Flower	acc# 971233	
flower		
Flower		
flower	In Hydroleaceae Waler-leaf family	
Flower and fruit		
flowering + fruiting=mid		
flowering + fruiting=mid		
flowering + fruiting=mid		
flowering=early		
flowering=early		
Flower	Plants of Jefferson County Open Space.	
flowers	One individual of this form observed---a sparsely tomentose form	One individual of this form observed---a sparsely tomentose form
	Reptante, flores amarelas.	Reptante, flores amarelas.
fl	Árbol 20 m, flores cremas, botones florales cremosos	Árbol 20 m, flores cremas, botones florales cremosos
Flowers	26°3275``N 109°12`55``W; Common 2.25 m shrub alongside road in thickets flowers yellow.	Common 2.25 m shrub alongside road in thickets flowers yellow.
flowers		
	Procumbent shrub. Fruit green.	
Flower		
	Hierba con flores moradas.	Hierba con flores moradas.
	Occasional perennial to 0.75m; rays yellow	
	Orange rays and disks. Vine. Uncommon.	Orange rays and disks. Vine. Uncommon.
Flower		
fruit		
Fruit		
flower	common	
flower		
Flower and fruit	Flowers pale pink to blue.	
Flower	UCD donation - UCD #003082, Donor: Herbarium, University of Colorado, Denver Center	
flower		
vegetative	Survey of Golden Gate Canyon State Park. Colorado Native Plant Society, , Condition: fair	
Vegetative		
Flower	Donor: Herbarium, University of Colorado, Denver Center	
Fruit	Herbarium of P. O. Schallert, MD, Winston-Salem.	
Fruit	Few scattered plants.	
Flower	Common.	
Flower	Crystal River® veronica. Introduced into Plant Select® in 2003. Accession number 142087*1.; Evergreen groundcover with tiny blue flowers in spring. Cross between V. liwanensis and V. pectinata.	
Flower	Denver Botanic Gardens Chatfield Floristic Inventory	
Flower	Denver Botanic Gardens Chatfield Floristic Inventory	
Flower and fruit	Denver Botanic Gardens Chatfield Floristic Inventory	
Flower and fruit	Denver Botanic Gardens Chatfield Floristic Inventory	
Flower	Denver Botanic Gardens Chatfield Floristic Inventory	
Flower	Shrub.	
Flower and fruit	UCD collection - UCD #001597 , Donor: Herbarium, University of Colorado, Denver Center	
flower and fruit		
flower	acc# 982371	
Flower and fruit	Rocky Mountain Herbarium (RM), University of Wyoming,	
Flower	Large, upright clump. One individual with purple flowers. White spots on leaves.	
Vegetative		
flower and fruit		
Flower and fruit	; Plant about 40cm tall with sessile stem leaves and a cluster of basal leaves. Flowers light purple.	
Flower		
Flower and fruit		
flower		
Flower	"Long-leaved Starwort; Stitchwort"", an erect perennial herb, locally common, flowers white. Survey of Golden Gate Canyon State Park; Colorado Native Plant Society.	
Flower		
Fruit	Flowers white	
Flower	No record of collection Donor: Berta Anderson Herbarium	
Flower	Scattered in loose scree among oaks.	
Flower	UCD donation - UCD #003865, Donor: Herbarium, University of Colorado, Denver Center	
fruit		
Flower		
Flower and fruit	Erect perennial, up to 1-ft high, with pale blue-purple to white mustard-type flowers locally scattered.	
Flower and Fruit		
Vegetative	1 small 8ft high tree; only place seen.	
flower	Soapstone Prairie Floristic Inventory	
Flower		
Flower and fruit	Label says T13S R104W S7, UTM actually in T13S R102W S12, corrected., , Donor: Colorado Native Plant Society; 1 1/2 foot erect, herbaceous perennial,Flowers: white	
Flower	Yellow flowers, spotted calyx.	
flower	serviceberry, elderberry, snowberry,	
flower	Scattered,	
flower	acc# 761291	
Flower	Blue and white flowers.	
Fruit		
Fruit	Pinweed.	
Flower		
Flower		
Fruit	Preserve given by Polly Steele to the Denver Botanic Gardens; scattered, , Donor: Rocky Mountain Herbarium	
flower	Purple flowers	
flower		
Flower	acc# 811079	
Flower and fruit	, Condition: fair	
Flower	Condition: good	
flower	acc# 840353	
Flower and Fruit		
flower and fruit		
flower	Yellow flowers	
Flower and fruit	weed	
flower	acc# 870371	
	Herbarium of Mrs. E. R. Kalmbach.; Flower white.	
Flower and fruit		
Fruit	Restricted noxious.,	
Fruit		
flower		
Flower	One shrub; 5' tall.	
Flower		
flower		
flower and fruit	Intermountain park; sagebrush and open lodgepole pine forest.,	
Flower and fruit		
Flower and fruit	Donor: Herbarium, Museum	
flower	, Donor: Herbarium, Museum; Flowers lavender; Western North American distribution.	
fruit		
Flower	UCD donation - UCD #001022, Donor: Herbarium, University of Colorado, Denver Center	
Flower	acc# 32390	
Flower		
flower and fruit		
Flower and Fruit	Up to 2½ ft tall perennials with yellow flowers, locally scattered to commonly distributed.	
Fruit		
Vegetative	Donor: Herbarium, University of Colorado, Denver Center	
Fruit	, Condition: fair	
Flower	Donor: Herbarium, University of Colorado, Denver Center	
Flower and fruit	ROMO Herbarium. ACC#887. CAT#8769., ; tall 3 ft, clasping leaves	
Vegetative		
flower	acc# 811985	
flower		
Flower	[Crystal River] = 'Reavis', acc# 61265	
flower	Infrequent and scattered.	
flower		
Flower		
Flower	UCD donation - UCD #000723 , Donor: Herbarium, University of Colorado, Denver Center	
Flower		
Flower and fruit		
flower		
flower		
Fruit		
Flower and fruit	UCD donation - UCD #003409, Donor: Herbarium, University of Colorado, Denver Center	
Flower		
Flower and fruit	Elev 5,400 - 5,500 ft; Eagle Rock Ranch Floristic Inventory Funded by the Chalk Bluffs Foundation; Common Name: Speedwell / Infrequent	
flower		
Flower		
Flower	CULTIVATED phenology: flowering; North American Plant Collection Consortium (NAPCC) Alpines of the World collection.	
Flower		
flower		
Flower		
flower	Tiny inconspicuous annual; flowers blue to violet; occasional locally	
Flower and fruit	Herbicide applied to Cirsium parryi and Chamerion angustifolium nearby.	
Flower	Soapstone Prairie Floristic Inventory	
flower		
flower	Shortgrass prarire.	
flower	common name: blazing star	
Flower	Corazon', acc# 950336	
flower	White flowers; tiny tubercules along leaf margin.	
Flower	acc# 10407	
flower		
Flower	Grown from tuber in Pierce, CO. Tubers cooked and eaten (sometimes w/ clay)	
Flower		
flower		
Flower and fruit		
Flower	Red Mountain Open Space Floristic Inventory. Correct coordinates appear to be NAD83 13 0484626E 4536470N.	
Flower		
flower	frequent, , Condition: fair; Flowers yellow	
Flower		
Flower	Shrub	
Flower	Soapstone Prairie Floristic Inventory	
Flower	acc# 900357	
Flower	Infrequent.	
flower	Rays yellow; involucre cylindrical.	
Flower		
Fruit	Donor: Herbarium, University of Colorado, Denver Center	
flower		
Flower and fruit		
Flower	, Condition: fair; Very young plants	
flower	Flowers orange Condition: fair, Donor: Herbarium, Museum	
Flower		
fruit		
Flower		
flower and fruit		
Fruit	locally common, Condition: good; Flowers yellow; Occasional locally found, but not on S. mesa rim	
Flower and Fruit		
"	
